code,lon,lat,hgt,crd1_flg,crd2_flg,crd1_X,crd1_Y,crd1_Z,crd2_X,crd2_Y,crd2_Z,diff_X,diff_Y,diff_Z,diff_E,diff_N,diff_U
LAE1 51002M001,146.9931902913727,-6.673702730925103,140.25276996102184,I,I,-5312857.29408,3451107.67903,-736321.94154,-5312857.29408,3451107.67903,-736321.94154,0.0,0.0,0.0,0.0,0.0,0.0
LHAS 21613M001,91.10399506591541,29.657342100991414,3624.6681398469955,I,I,-106938.49403,5549269.44403,3139216.0137,-106938.49403,5549269.44403,3139216.0137,0.0,0.0,0.0,0.0,0.0,0.0
LHAZ 21613M002,91.10403020819145,29.657333416241045,3624.613256157376,I,I,-106941.90593,5549269.80728,3139215.1495,-106941.90593,5549269.80728,3139215.1495,0.0,0.0,0.0,0.0,0.0,0.0
LPGS 41510M001,-57.932299621552076,-34.906744161458164,29.88920783251524,I,I,2780103.03589,-4437419.00082,-3629404.42353,2780103.03589,-4437419.00082,-3629404.42353,0.0,0.0,0.0,0.0,0.0,0.0
LROC 10023M001,-1.2193143924171062,46.1589437548782,57.85638262797147,I,I,4424632.44881,-94175.04495,4577544.19462,4424632.44881,-94175.04495,4577544.19462,0.0,0.0,0.0,0.0,0.0,0.0
MAC1 50135M001,158.93583057885036,-54.49952787230914,-6.821690175682306,I,I,-3464038.80177,1334173.10677,-5169223.96674,-3464038.80177,1334173.10677,-5169223.96674,0.0,0.0,0.0,0.0,0.0,0.0
MAL2 33201M003,40.19414523169524,-2.996053807213983,-20.91381482128054,I,I,4865385.5194,4110717.39933,-331137.46006,4865385.5194,4110717.39933,-331137.46006,0.0,0.0,0.0,0.0,0.0,0.0
MALD 22901S001,73.5262905918395,4.1886865812984935,-92.05606829188764,I,I,1803857.49383,6099997.91961,462750.07152,1803857.49383,6099997.91961,462750.07152,0.0,0.0,0.0,0.0,0.0,0.0
MALI 33201M001,40.19439767041125,-2.9959095423490023,-23.3563024783507,I,I,4865366.18171,4110737.79954,-331121.40184,4865366.18171,4110737.79954,-331121.40184,0.0,0.0,0.0,0.0,0.0,0.0
MANA 41201S001,-86.24899334840947,12.14893897078165,71.0200438303873,I,I,407981.90033,-6222925.67437,1333529.02359,407981.90033,-6222925.67437,1333529.02359,0.0,0.0,0.0,0.0,0.0,0.0
MAR6 10405M002,17.25852973288238,60.595145104028205,75.51998083107173,I,I,2998189.28006,931451.92037,5533398.81709,2998189.28006,931451.92037,5533398.81709,0.0,0.0,0.0,0.0,0.0,0.0
MAS1 31303M002,-15.633274006406637,27.763742927543394,197.14057467039675,I,I,5439192.1743,-1522055.29921,2953455.00423,5439192.1743,-1522055.29921,2953455.00423,0.0,0.0,0.0,0.0,0.0,0.0
MAT1 12734M009,16.70454894024514,40.64906377413483,534.5298526296392,I,I,4641951.27056,1393053.84692,4133281.01275,4641951.27056,1393053.84692,4133281.01275,0.0,0.0,0.0,0.0,0.0,0.0
MATE 12734M008,16.70446214373915,40.649133426215435,535.6582467947155,I,I,4641949.37454,1393045.6126,4133287.6167,4641949.37454,1393045.6126,4133287.6167,0.0,0.0,0.0,0.0,0.0,0.0
MAUI 40445S008,-156.2570300157761,20.70665763277739,3062.08994106669,I,I,-5466069.00967,-2404327.45231,2242127.76177,-5466069.00967,-2404327.45231,2242127.76177,0.0,0.0,0.0,0.0,0.0,0.0
MAW1 66004M001,62.87071442168952,-67.60476678604927,59.11845859698951,I,I,1111287.20054,2168911.20773,-5874493.59352,1111287.20054,2168911.20773,-5874493.59352,0.0,0.0,0.0,0.0,0.0,0.0
MBAR 33901M001,30.737878008857123,-0.6014677280604709,1337.549580803141,I,I,5482951.19698,3260442.76355,-66519.70228,5482951.19698,3260442.76355,-66519.70228,0.0,0.0,0.0,0.0,0.0,0.0
MCIL 21789S001,153.97865366933223,24.290096336672008,35.656330238096416,I,I,-5227187.71619,2551880.9626,2607618.15718,-5227187.71619,2551880.9626,2607618.15718,0.0,0.0,0.0,0.0,0.0,0.0
MCM4 66001M003,166.6693324778011,-77.83835039474722,97.95333639346063,I,I,-1311703.07693,310814.88284,-6213255.11433,-1311703.07693,310814.88284,-6213255.11433,0.0,0.0,0.0,0.0,0.0,0.0
MDO1 40442M012,-104.01499432394884,30.680510710381842,2004.4902847716585,I,I,-1329998.9001,-5328393.36644,3236504.11124,-1329998.9001,-5328393.36644,3236504.11124,0.0,0.0,0.0,0.0,0.0,0.0
MDVJ 12309M005,37.21450764829308,56.02149339806738,257.10753214452416,I,I,2845455.86282,2160954.36396,5265993.28447,2845455.86282,2160954.36396,5265993.28447,0.0,0.0,0.0,0.0,0.0,0.0
MDVO 12309M002,37.223593122868316,56.027481171344824,254.78039493598044,I,I,2844671.86657,2161070.29734,5266363.94292,2844671.86657,2161070.29734,5266363.94292,0.0,0.0,0.0,0.0,0.0,0.0
MEDI 12711M003,11.646817643900018,44.519958872433335,50.01362046599388,I,I,4461400.5665,919593.76949,4449504.88579,4461400.5665,919593.76949,4449504.88579,0.0,0.0,0.0,0.0,0.0,0.0
METS 10503S011,24.39532390402287,60.21747331509819,94.6610477278009,I,I,2892570.62497,1311843.59023,5512634.24024,2892570.62497,1311843.59023,5512634.24024,0.0,0.0,0.0,0.0,0.0,0.0
METZ 10503M005,24.395334359229086,60.217481168658324,94.61525646131486,I,I,2892569.67323,1311843.79499,5512634.63513,2892569.67323,1311843.79499,5512634.63513,0.0,0.0,0.0,0.0,0.0,0.0
MKEA 40477M001,-155.45634619426772,19.801357047393335,3754.646868724376,I,I,-5464105.3275,-2495165.74704,2148291.5175,-5464105.3275,-2495165.74704,2148291.5175,0.0,0.0,0.0,0.0,0.0,0.0
MOBS 50182M001,144.97534007717528,-37.82940564576358,40.58369750529528,I,I,-4130636.57291,2894953.12275,-3890530.46598,-4130636.57291,2894953.12275,-3890530.46598,0.0,0.0,0.0,0.0,0.0,0.0
MONP 40497M004,-116.42235220683119,32.89194121108779,1842.5555423358455,I,I,-2386247.38729,-4802359.13815,3444902.39378,-2386247.38729,-4802359.13815,3444902.39378,0.0,0.0,0.0,0.0,0.0,0.0
MORP 13299S001,-1.6854938729098805,55.21279178036423,144.45271717570722,I,I,3645667.71433,-107277.07669,5215053.63054,3645667.71433,-107277.07669,5215053.63054,0.0,0.0,0.0,0.0,0.0,0.0
MQZG 50214M001,172.65469688840784,-43.702731584322294,154.65692215133458,P,P,-4580569.78226,590466.13465,-4384379.76578,-4580569.78226,590466.13465,-4384379.76578,0.0,0.0,0.0,0.0,0.0,0.0
MR6G 10405M002,17.25852973288238,60.595145104028205,75.51998083107173,I,I,2998189.28006,931451.92037,5533398.81709,2998189.28006,931451.92037,5533398.81709,0.0,0.0,0.0,0.0,0.0,0.0
MTKA 21741S002,139.56138844760298,35.67951508288168,108.93572137039155,P,P,-3947762.91391,3364399.57694,3699428.47666,-3947762.91391,3364399.57694,3699428.47666,0.0,0.0,0.0,0.0,0.0,0.0
NAIN 40164M001,-61.68871933677559,56.53697658000901,32.818126775324345,I,I,1671836.47058,-3103473.31498,5297671.30579,1671836.47058,-3103473.31498,5297671.30579,0.0,0.0,0.0,0.0,0.0,0.0
NANO 40138M001,-124.08648031352287,49.29480982012818,6.581624085083604,I,I,-2335726.92552,-3451608.33839,4812009.90325,-2335726.92552,-3451608.33839,4812009.90325,0.0,0.0,0.0,0.0,0.0,0.0
NICO 14302M001,33.39644807640763,35.14098777672836,190.02012041490525,I,I,4359415.53322,2874117.18178,3650777.95522,4359415.53322,2874117.18178,3650777.95522,0.0,0.0,0.0,0.0,0.0,0.0
NKLG 32809M002,9.672126928682347,0.3539082549866714,31.509127030149102,I,I,6287385.73374,1071574.75039,39133.09978,6287385.73374,1071574.75039,39133.09978,0.0,0.0,0.0,0.0,0.0,0.0
NLIB 40465M001,-91.57489713415158,41.7715908890892,207.01091126073152,I,I,-130934.75813,-4762291.71507,4226854.63326,-130934.75813,-4762291.71507,4226854.63326,0.0,0.0,0.0,0.0,0.0,0.0
NNOR 50181M001,116.19272201343594,-31.04873004405143,234.8251778073609,I,I,-2414152.15535,4907778.60347,-3270644.46064,-2414152.15535,4907778.60347,-3270644.46064,0.0,0.0,0.0,0.0,0.0,0.0
NOT1 12717M004,14.989789653001045,36.875846216985785,126.33791333436966,I,I,4934546.0542,1321265.18356,3806456.27867,4934546.0542,1321265.18356,3806456.27867,0.0,0.0,0.0,0.0,0.0,0.0
NOUM 92701M003,166.41020340413655,-22.26984631382374,83.02807671111077,I,I,-5739971.88131,1387563.37176,-2402122.75398,-5739971.88131,1387563.37176,-2402122.75398,0.0,0.0,0.0,0.0,0.0,0.0
NRC1 40114M001,-75.62383004168908,45.454162838530976,82.52344390470535,I,I,1112777.04083,-4341475.88687,4522955.85928,1112777.04083,-4341475.88687,4522955.85928,0.0,0.0,0.0,0.0,0.0,0.0
NRIL 12364M001,88.35978615888484,69.36183315211657,47.92865240294486,I,I,64536.97088,2253782.89293,5946363.50707,64536.97088,2253782.89293,5946363.50707,0.0,0.0,0.0,0.0,0.0,0.0
NRMD 92701M005,166.484886301732,-22.228322734138725,160.31893741246313,I,I,-5743537.9986,1380503.95351,-2397896.22111,-5743537.9986,1380503.95351,-2397896.22111,0.0,0.0,0.0,0.0,0.0,0.0
NVSK 12319M001,83.23544848097633,54.84061099845251,123.10779458004981,I,I,433605.31287,3655558.57709,5191286.7063,433605.31287,3655558.57709,5191286.7063,0.0,0.0,0.0,0.0,0.0,0.0
NYA1 10317M003,11.865314217056781,78.92955606424849,84.3217242565006,I,I,1202433.70066,252632.36423,6237772.70106,1202433.70066,252632.36423,6237772.70106,0.0,0.0,0.0,0.0,0.0,0.0
NYAL 10317M001,11.86509132092679,78.92958606965468,78.59625048842281,I,I,1202430.38994,252626.78438,6237767.72542,1202430.38994,252626.78438,6237767.72542,0.0,0.0,0.0,0.0,0.0,0.0
OHI2 66008M005,-57.90132970059889,-63.32108022679953,32.50867111515254,I,I,1525812.0575,-2432478.23867,-5676165.58105,1525812.0575,-2432478.23867,-5676165.58105,0.0,0.0,0.0,0.0,0.0,0.0
OHI3 66008M006,-57.90138303420328,-63.321091527463004,32.640268922783434,I,I,1525809.22654,-2432478.75553,-5676166.26421,1525809.22654,-2432478.75553,-5676166.26421,0.0,0.0,0.0,0.0,0.0,0.0
OHIG 66008M001,-57.90033549968139,-63.320721795059924,30.753403169102967,I,I,1525872.81767,-2432481.33685,-5676146.07385,1525872.81767,-2432481.33685,-5676146.07385,0.0,0.0,0.0,0.0,0.0,0.0
ONSA 10402M004,11.925520209131205,57.395300218152194,45.60659556090832,I,I,3370658.39987,711877.28339,5349787.05594,3370658.39987,711877.28339,5349787.05594,0.0,0.0,0.0,0.0,0.0,0.0
OS0G 10402M004,11.925520209131205,57.395300218152194,45.60659556090832,I,I,3370658.39987,711877.28339,5349787.05594,3370658.39987,711877.28339,5349787.05594,0.0,0.0,0.0,0.0,0.0,0.0
OSN1 23904S001,127.02403600059758,37.077566495274894,48.80982364527881,I,I,-3067862.05593,4067638.98869,3824293.8954,-3067862.05593,4067638.98869,3824293.8954,0.0,0.0,0.0,0.0,0.0,0.0
OSN2 23904S001,127.02403600059758,37.077566495274894,48.80982364527881,I,I,-3067862.05593,4067638.98869,3824293.8954,-3067862.05593,4067638.98869,3824293.8954,0.0,0.0,0.0,0.0,0.0,0.0
OUS2 50212M002,170.51092873269954,-45.86947164149693,26.083597410470247,I,I,-4387890.99201,733420.75994,-4555176.11805,-4387890.99201,733420.75994,-4555176.11805,0.0,0.0,0.0,0.0,0.0,0.0
OWNG 50253M001,-176.36835566935412,-44.02492271693433,23.699540136381984,P,P,-4584344.93839,-290964.5704,-4410099.67816,-4584344.93839,-290964.5704,-4410099.67816,0.0,0.0,0.0,0.0,0.0,0.0
PALM 66005M002,-64.05111981116741,-64.77508918663737,31.09153855126351,I,I,1192672.07687,-2450887.66297,-5747096.02121,1192672.07687,-2450887.66297,-5747096.02121,0.0,0.0,0.0,0.0,0.0,0.0
PALV 66005M002,-64.05111981116741,-64.77508918663737,31.09153855126351,I,I,1192672.07687,-2450887.66297,-5747096.02121,1192672.07687,-2450887.66297,-5747096.02121,0.0,0.0,0.0,0.0,0.0,0.0
PARC 41716S001,-70.87988138860565,-53.136953731921125,22.280083164572716,I,I,1255992.52178,-3622975.19891,-5079719.18364,1255992.52178,-3622975.19891,-5079719.18364,0.0,0.0,0.0,0.0,0.0,0.0
PDEL 31906M004,-25.662762110294505,37.747750934644834,110.61265350040048,I,I,4551595.90915,-2186892.95726,3883410.96307,4551595.90915,-2186892.95726,3883410.96307,0.0,0.0,0.0,0.0,0.0,0.0
PERT 50133M001,115.88525499002031,-31.80196056260501,12.680547599680722,I,I,-2368687.81434,4881316.64659,-3341795.22997,-2368687.81434,4881316.64659,-3341795.22997,0.0,0.0,0.0,0.0,0.0,0.0
PETP 12355M002,158.60707629491657,53.06673133056064,210.2748673222959,I,I,-3576239.78669,1401003.55485,5075177.40126,-3576239.78669,1401003.55485,5075177.40126,0.0,0.0,0.0,0.0,0.0,0.0
PIE1 40456M001,-108.11892853796692,34.30150535898435,2347.7352733341977,I,I,-1640917.04495,-5014781.19952,3575447.04946,-1640917.04495,-5014781.19952,3575447.04946,0.0,0.0,0.0,0.0,0.0,0.0
PIMO 22003M001,121.07772900095544,14.635720289734596,95.52630979474634,I,I,-3186293.65078,5286624.35115,1601158.34907,-3186293.65078,5286624.35115,1601158.34907,0.0,0.0,0.0,0.0,0.0,0.0
POL2 12348M001,74.6942683766827,42.679770498890406,1714.2133712749928,I,I,1239971.09679,4530790.13688,4302578.85832,1239971.09679,4530790.13688,4302578.85832,0.0,0.0,0.0,0.0,0.0,0.0
POLV 12336M001,34.542933567274986,49.60261504447057,178.3658083472401,I,I,3411557.14302,2348464.11658,4834396.96901,3411557.14302,2348464.11658,4834396.96901,0.0,0.0,0.0,0.0,0.0,0.0
POTS 14106M003,13.066094129318454,52.37929874627202,144.41543646063656,I,I,3800689.47198,882077.54468,5028791.40907,3800689.47198,882077.54468,5028791.40907,0.0,0.0,0.0,0.0,0.0,0.0
PRDS 40124M001,-114.29349891235442,50.87135087558467,1247.9494968364015,I,I,-1659603.13615,-3676725.77161,4925493.48442,-1659603.13615,-3676725.77161,4925493.48442,0.0,0.0,0.0,0.0,0.0,0.0
PRE1 30310S001,28.224039922064726,-25.746343670123647,1416.3127190209925,I,I,5066232.04085,2719227.21145,-2754392.45286,5066232.04085,2719227.21145,-2754392.45286,0.0,0.0,0.0,0.0,0.0,0.0
PRE2 30310S001,28.224039922064726,-25.746343670123647,1416.3127190209925,I,I,5066232.04085,2719227.21145,-2754392.45286,5066232.04085,2719227.21145,-2754392.45286,0.0,0.0,0.0,0.0,0.0,0.0
QAQ1 43007M001,-46.04776596198624,60.71526468403015,110.46223309915513,I,I,2170941.91442,-2251830.01035,5539988.44974,2170941.91442,-2251830.01035,5539988.44974,0.0,0.0,0.0,0.0,0.0,0.0
QIKI 40166M001,-64.03366988694995,67.55933995726879,13.293866477906704,I,I,1069081.0771,-2195214.21547,5872519.07906,1069081.0771,-2195214.21547,5872519.07906,0.0,0.0,0.0,0.0,0.0,0.0
QUI1 42003S003,-78.49360742803208,-0.2151561645723873,2922.5348447859287,I,I,1272867.38777,-6252772.11045,-23801.65692,1272867.38777,-6252772.11045,-23801.65692,0.0,0.0,0.0,0.0,0.0,0.0
QUI2 42003S003,-78.49360742803208,-0.2151561645723873,2922.5348447859287,I,I,1272867.38777,-6252772.11045,-23801.65692,1272867.38777,-6252772.11045,-23801.65692,0.0,0.0,0.0,0.0,0.0,0.0
QUIN 40433M004,-120.94443039887572,39.97455381160021,1105.7727396572009,I,I,-2517231.35282,-4198595.00475,4076531.18615,-2517231.35282,-4198595.00475,4076531.18615,0.0,0.0,0.0,0.0,0.0,0.0
RABT 35001M002,-6.8542875802628025,33.99810524236464,90.09091692604125,I,I,5255617.596,-631745.51584,3546322.69781,5255617.596,-631745.51584,3546322.69781,0.0,0.0,0.0,0.0,0.0,0.0
RAMO 20703S001,34.76314181828861,30.59760729767821,886.8447299441323,I,I,4514721.64828,3133507.98095,3228024.88789,4514721.64828,3133507.98095,3228024.88789,0.0,0.0,0.0,0.0,0.0,0.0
RBAY 30315M001,32.07838611070802,-28.795544777124363,31.758060994558036,I,I,4739765.78077,2970758.47577,-3054077.52549,4739765.78077,2970758.47577,-3054077.52549,0.0,0.0,0.0,0.0,0.0,0.0
RESO 40149M001,-94.89369847355727,74.69081999498889,20.005343448370695,I,I,-144107.79794,-1683119.83316,6129763.31619,-144107.79794,-1683119.83316,6129763.31619,0.0,0.0,0.0,0.0,0.0,0.0
REUN 97401M003,55.57172180767968,-21.208224612426996,1558.3548924177885,I,I,3364098.97263,4907944.60576,-2293466.74325,3364098.97263,4907944.60576,-2293466.74325,0.0,0.0,0.0,0.0,0.0,0.0
RIGA 12302M002,24.058777057483066,56.94862090321927,34.73342927917838,I,I,3183899.01612,1421478.6325,5322810.88419,3183899.01612,1421478.6325,5322810.88419,0.0,0.0,0.0,0.0,0.0,0.0
RIOG 41507M004,-67.7511173887069,-53.78547091095763,32.05324631463736,I,I,1429907.87223,-3495354.90776,-5122698.58202,1429907.87223,-3495354.90776,-5122698.58202,0.0,0.0,0.0,0.0,0.0,0.0
SANT 41705M003,-70.66855505654594,-33.15028811614887,723.077989295125,P,P,1769693.44263,-5044574.21814,-3468320.93758,1769693.44263,-5044574.21814,-3468320.93758,0.0,0.0,0.0,0.0,0.0,0.0
SCH2 40133M002,-66.83261894476789,54.83209039393868,498.3557227756828,I,I,1448636.60908,-3385243.76568,5191047.18417,1448636.60908,-3385243.76568,5191047.18417,0.0,0.0,0.0,0.0,0.0,0.0
SCOR 43006M002,-21.950339025244926,70.4853354040208,128.54155812878162,I,I,1982095.87893,-798821.00191,5989464.63011,1982095.87893,-798821.00191,5989464.63011,0.0,0.0,0.0,0.0,0.0,0.0
SCUB 40701M001,-75.76231681642996,20.01206373557852,20.910754485055804,I,I,1474538.03562,-5811243.26636,2168958.86287,1474538.03562,-5811243.26636,2168958.86287,0.0,0.0,0.0,0.0,0.0,0.0
SELE 12352M001,77.01690162345342,43.178732479759,1342.0108862472698,I,I,1046790.33261,4540257.12035,4342920.81929,1046790.33261,4540257.12035,4342920.81929,0.0,0.0,0.0,0.0,0.0,0.0
SFER 13402M004,-6.205643982231453,36.46434707801508,84.1746383914724,I,I,5105518.92479,-555145.71065,3769803.51787,5105518.92479,-555145.71065,3769803.51787,0.0,0.0,0.0,0.0,0.0,0.0
SHAO 21605M002,121.20044770493601,31.0996413653927,22.044289642944932,I,I,-2831733.8135,4675665.82664,3275369.30957,-2831733.8135,4675665.82664,3275369.30957,0.0,0.0,0.0,0.0,0.0,0.0
SIMO 30307M001,18.439575454038593,-34.18793758632446,39.48191599920392,I,I,5010435.83676,1670594.83816,-3563732.38341,5010435.83676,1670594.83816,-3563732.38341,0.0,0.0,0.0,0.0,0.0,0.0
SOFI 11101M002,23.39473555965436,42.556095735849,1119.532177951187,I,I,4319371.91513,1868687.96562,4292064.02728,4319371.91513,1868687.96562,4292064.02728,0.0,0.0,0.0,0.0,0.0,0.0
SSIA 41401S001,-89.11659488233242,13.697085546759205,626.648787307553,I,I,95567.06358,-6197785.58295,1500590.61061,95567.06358,-6197785.58295,1500590.61061,0.0,0.0,0.0,0.0,0.0,0.0
STJO 40101M001,-52.67775151818292,47.59524103736767,152.84015046339482,I,I,2612630.91602,-3426807.05099,4686757.96464,2612630.91602,-3426807.05099,4686757.96464,0.0,0.0,0.0,0.0,0.0,0.0
SUTH 30314M002,20.81046441536479,-32.38020879330441,1799.7568144761026,I,I,5041274.87764,1916054.34531,-3397075.77553,5041274.87764,1916054.34531,-3397075.77553,0.0,0.0,0.0,0.0,0.0,0.0
SUTM 30314M004,20.810912849589627,-32.38143225896834,1797.6093983389437,I,I,5041190.24761,1916067.33507,-3397189.23593,5041190.24761,1916067.33507,-3397189.23593,0.0,0.0,0.0,0.0,0.0,0.0
SUTV 30314M002,20.81046441536479,-32.38020879330441,1799.7568144761026,I,I,5041274.87764,1916054.34531,-3397075.77553,5041274.87764,1916054.34531,-3397075.77553,0.0,0.0,0.0,0.0,0.0,0.0
SUWN 23903M001,127.05424378008922,37.27551354120544,82.2753575714305,I,I,-3062023.12412,4055447.92263,3841818.17584,-3062023.12412,4055447.92263,3841818.17584,0.0,0.0,0.0,0.0,0.0,0.0
SYOG 66006S002,39.58374251011797,-69.00695698519543,50.00091037526727,I,I,1766207.9196,1460290.32462,-5932297.66793,1766207.9196,1460290.32462,-5932297.66793,0.0,0.0,0.0,0.0,0.0,0.0
TAH1 92201S011,-149.606194154665,-17.577026119362746,99.81645350251347,I,I,-5246404.36077,-3077284.79358,-1913838.96058,-5246404.36077,-3077284.79358,-1913838.96058,0.0,0.0,0.0,0.0,0.0,0.0
TAH2 92201S011,-149.606194154665,-17.577026119362746,99.81645350251347,I,I,-5246404.36077,-3077284.79358,-1913838.96058,-5246404.36077,-3077284.79358,-1913838.96058,0.0,0.0,0.0,0.0,0.0,0.0
TCMS 23604S002,120.98739312660155,24.797985131760658,77.24019414093345,I,I,-2982783.21487,4966659.97118,2658809.35661,-2982783.21487,4966659.97118,2658809.35661,0.0,0.0,0.0,0.0,0.0,0.0
TEHN 20404M002,51.33409567590194,35.69728378931862,1194.5854056207463,I,I,3240499.0372,4049740.42104,3701663.23551,3240499.0372,4049740.42104,3701663.23551,0.0,0.0,0.0,0.0,0.0,0.0
THTI 92201M009,-149.60645489186854,-17.577058932021817,98.02249478269368,I,I,-5246415.94343,-3077259.4985,-1913841.88089,-5246415.94343,-3077259.4985,-1913841.88089,0.0,0.0,0.0,0.0,0.0,0.0
THU1 43001M001,-68.78802208329813,76.53733777719266,55.097129836678505,I,I,538981.02367,-1388714.87957,6181005.24208,538981.02367,-1388714.87957,6181005.24208,0.0,0.0,0.0,0.0,0.0,0.0
THU2 43001M002,-68.8250453605025,76.53704801296598,36.16684623528272,I,I,538093.32548,-1389088.09221,6180979.30104,538093.32548,-1389088.09221,6180979.30104,0.0,0.0,0.0,0.0,0.0,0.0
THU3 43001M002,-68.8250453605025,76.53704801296598,36.16684623528272,I,I,538093.32548,-1389088.09221,6180979.30104,538093.32548,-1389088.09221,6180979.30104,0.0,0.0,0.0,0.0,0.0,0.0
TID1 50103M108,148.98000020337196,-35.39919963306092,665.3350487397984,I,I,-4460996.78565,2682557.08959,-3674442.86908,-4460996.78565,2682557.08959,-3674442.86908,0.0,0.0,0.0,0.0,0.0,0.0
TID2 50103M108,148.98000020337196,-35.39919963306092,665.3350487397984,I,I,-4460996.78565,2682557.08959,-3674442.86908,-4460996.78565,2682557.08959,-3674442.86908,0.0,0.0,0.0,0.0,0.0,0.0
TIDB 50103M108,148.98000020337196,-35.39919963306092,665.3350487397984,I,I,-4460996.78565,2682557.08959,-3674442.86908,-4460996.78565,2682557.08959,-3674442.86908,0.0,0.0,0.0,0.0,0.0,0.0
TIXG 12360M001,128.86642516774145,71.63447256101053,47.079288269393146,I,I,-1264873.39246,1569455.76555,6031003.41059,-1264873.39246,1569455.76555,6031003.41059,0.0,0.0,0.0,0.0,0.0,0.0
TIXI 12360M001,128.86642516774145,71.63447256101053,47.079288269393146,I,I,-1264873.39246,1569455.76555,6031003.41059,-1264873.39246,1569455.76555,6031003.41059,0.0,0.0,0.0,0.0,0.0,0.0
TLSE 10003M009,1.4808928693066512,43.560696215354135,207.19242310058326,I,I,4627851.71509,119640.2104,4372993.67461,4627851.71509,119640.2104,4372993.67461,0.0,0.0,0.0,0.0,0.0,0.0
TNML 23604S001,120.9873478669806,24.7979537628422,75.86797207500786,I,I,-2982779.40055,4966662.50885,2658805.6267,-2982779.40055,4966662.50885,2658805.6267,0.0,0.0,0.0,0.0,0.0,0.0
TOW2 50140M001,147.0556908266095,-19.269274947673146,88.09668079763651,I,I,-5054583.23664,3275504.18389,-2091538.73484,-5054583.23664,3275504.18389,-2091538.73484,0.0,0.0,0.0,0.0,0.0,0.0
TRAB 20808M001,39.77556453533507,40.994709268629826,99.2861019866541,I,I,3705250.13976,3084421.83397,4162044.87917,3705250.13976,3084421.83397,4162044.87917,0.0,0.0,0.0,0.0,0.0,0.0
TRO1 10302M006,18.939650363336025,69.66271951468715,138.1232941225171,I,I,2102928.30906,721619.55342,5958196.34366,2102928.30906,721619.55342,5958196.34366,0.0,0.0,0.0,0.0,0.0,0.0
TROM 10302M003,18.93833361369305,69.6627500271034,132.49583144113421,I,I,2102940.02356,721569.55389,5958192.25003,2102940.02356,721569.55389,5958192.25003,0.0,0.0,0.0,0.0,0.0,0.0
TSKB 21730S005,140.0875059488556,36.10567881496915,67.19195544160903,P,P,-3957199.799,3310199.06701,3737711.53837,-3957199.799,3310199.06701,3737711.53837,0.0,0.0,0.0,0.0,0.0,0.0
TWTF 23603S002,121.1645040370146,24.95356429343202,201.54531926196069,I,I,-2994428.46809,4951309.14804,2674496.74407,-2994428.46809,4951309.14804,2674496.74407,0.0,0.0,0.0,0.0,0.0,0.0
ULAB 24201M001,107.05232906137783,47.86506712540218,1575.5350198075175,I,I,-1257408.82903,4099404.32799,4707992.57366,-1257408.82903,4099404.32799,4707992.57366,0.0,0.0,0.0,0.0,0.0,0.0
UNSA 41514M001,-65.40764290513941,-24.727455368045536,1257.78340700455,I,I,2412830.49053,-5271936.7442,-2652208.91876,2412830.49053,-5271936.7442,-2652208.91876,0.0,0.0,0.0,0.0,0.0,0.0
URUM 21612M001,87.60066991242125,43.80794984339701,858.8825343847275,I,I,193030.31874,4606851.29808,4393311.53217,193030.31874,4606851.29808,4393311.53217,0.0,0.0,0.0,0.0,0.0,0.0
USN3 40451S007,-77.0662753430762,38.92056535812962,57.3882025135681,I,I,1112161.98837,-4842853.52964,3985496.03613,1112161.98837,-4842853.52964,3985496.03613,0.0,0.0,0.0,0.0,0.0,0.0
USNO 40451S003,-77.06622673117835,38.918963144476876,48.85770502500236,I,I,1112189.62261,-4842955.02573,3985352.28978,1112189.62261,-4842955.02573,3985352.28978,0.0,0.0,0.0,0.0,0.0,0.0
UZHL 12301M001,22.297621598595715,48.631979016923374,232.00395407248288,I,I,3907587.27669,1602428.84909,4763783.84422,3907587.27669,1602428.84909,4763783.84422,0.0,0.0,0.0,0.0,0.0,0.0
VESL 66009M001,-2.8417828348751413,-71.67379535276831,862.3641233546659,I,I,2009329.89,-99741.48413,-6033158.40235,2009329.89,-99741.48413,-6033158.40235,0.0,0.0,0.0,0.0,0.0,0.0
VILL 13406M001,-3.9519769229437873,40.44359485219794,647.3365042200312,I,I,4849833.59118,-335048.82289,4116015.05939,4849833.59118,-335048.82289,4116015.05939,0.0,0.0,0.0,0.0,0.0,0.0
VNDP 40420M007,-120.6164541206748,34.556313017010204,-11.524916437454522,I,I,-2678090.4472,-4525437.03165,3597431.90886,-2678090.4472,-4525437.03165,3597431.90886,0.0,0.0,0.0,0.0,0.0,0.0
WES2 40440S020,-71.49332879474353,42.61333613900403,85.013496899046,I,I,1492233.09156,-4458089.50137,4296046.07597,1492233.09156,-4458089.50137,4296046.07597,0.0,0.0,0.0,0.0,0.0,0.0
WHIT 40136M001,-135.22211418742165,60.750510667787196,1427.4044518712908,I,I,-2218338.11181,-2201205.11913,5543057.48704,-2218338.11181,-2201205.11913,5543057.48704,0.0,0.0,0.0,0.0,0.0,0.0
WILL 40134M001,-122.16781402845405,52.236866844353564,1095.6997833056375,I,I,-2084258.3175,-3313873.00159,5019852.99596,-2084258.3175,-3313873.00159,5019852.99596,0.0,0.0,0.0,0.0,0.0,0.0
